cloudnum,x,corr_x,y,nn_index,nn2_index,nn3_index,min_dist,min_dist2nd,min_dist3rd,mean_cloud_sep_nn,mean_cloud_sep_nn2,mean_cloud_sep_nn3,beam_sep_nn,beam_sep_nn2,beam_sep_nn3,MLUM_MSUN_nn,MLUM_MSUN_nn2,MLUM_MSUN_nn3,SIGV_KMS_nn,SIGV_KMS_nn2,SIGV_KMS_nn3,RAD_PC_nn,RAD_PC_nn2,RAD_PC_nn3
11,55.50339340672138,0.00013856794919483192,-47.22181138428035,14.0,18.0,10.0,93.3119304403923,125.34743353647995,149.53801259646215,1.399911411065318,1.8805237629025744,2.243442711278416,0.6220795362692821,0.8356495569098663,0.9969200839764144,2070752.948049762,3228918.1365186223,1677471.3678974365,7.4869913726592365,10.21038523851185,11.25617722863443,,,
12,55.504728724936626,0.0010453960531637374,-47.22532062221887,3.0,4.0,6.0,40.75946707171354,136.69940682595126,166.19172352198063,0.6114935442160055,2.050831641766909,2.4932898621323933,0.2717297804780903,0.911329378839675,1.1079448234798708,4227691.083415496,4777055.605992694,7892906.55328825,8.386784199935688,7.704450666386214,11.961440775143059,,31.715623689316562,60.2795274131687
13,55.50713792233929,0.0026815573492771105,-47.22464005110612,16.0,4.0,29.0,214.82869154026628,240.3469259242728,247.74648813234847,3.2229655446209384,3.6058026302520214,3.716814496827753,1.4321912769351086,1.602312839495152,1.6516432542156565,4091431.073610235,4777055.605992694,8704364.05462153,9.151826910236403,7.704450666386214,11.231392245608964,,31.715623689316562,93.0950618995562
14,55.503874460878976,0.0004652842292458167,-47.22151445797765,11.0,19.0,18.0,93.3119304403923,134.30680832845798,171.75693624888305,1.399911411065318,2.014936703971381,2.5767819168420885,0.6220795362692821,0.8953787221897198,1.1450462416592202,1567732.879066827,5495530.554242465,3228918.1365186223,8.535173705068296,9.182694720292302,10.21038523851185,,,
15,55.50133232642818,-0.0012611538194389586,-47.22540603524598,17.0,9.0,6.0,195.80928628088887,286.99935537993423,333.76683833048304,2.9376270854483835,4.305705290508523,5.007334039804395,1.3053952418725925,1.9133290358662285,2.2251122555365535,2541870.666840412,2086381.2684546106,7892906.55328825,8.498997035956162,6.3792432078752626,11.961440775143059,,68.7726226398087,60.2795274131687
16,55.50599718996322,0.0019068330074414753,-47.22529800270816,4.0,12.0,3.0,56.64984128100016,182.13552549539813,206.68111135480115,0.8498887427366122,2.73248661021179,3.100731544955821,0.3776656085400011,1.2142368366359877,1.3778740756986745,4777055.605992694,2943878.0333964084,4227691.083415496,7.704450666386214,9.133992606394928,8.386784199935688,31.715623689316562,50.95553234683119,
17,55.50268622154756,-0.00034170140206746865,-47.22551951008852,6.0,15.0,3.0,159.48721466131056,195.80928628088887,281.1061084523264,2.3927055272531974,2.9376270854483835,4.217291905604284,1.0632480977420704,1.3053952418725925,1.8740407230155085,7892906.55328825,4363225.88727754,4227691.083415496,11.961440775143059,11.520872889236808,8.386784199935688,60.2795274131687,,
18,55.502679772073705,-0.00034610777256382114,-47.221469621176176,11.0,14.0,10.0,125.34743353647995,171.75693624888305,184.0011564506009,1.8805237629025744,2.5767819168420885,2.7604757221152614,0.8356495569098663,1.1450462416592202,1.2266743763373391,1567732.879066827,2070752.948049762,1677471.3678974365,8.535173705068296,7.4869913726592365,11.25617722863443,,,
19,55.50371587959217,0.0003575854757462408,-47.22088820830287,30.0,14.0,32.0,94.9384026976182,134.30680832845798,172.09657669891843,1.4243125467178075,2.014936703971381,2.581877369689543,0.6329226846507879,0.8953787221897198,1.1473105113261233,2443322.799308147,2070752.948049762,4022259.4899810436,9.273187362068104,7.4869913726592365,9.149665412455203,74.70656301157594,,30.17136126892555
20,55.50601853864505,0.00192141355369802,-47.2230276446805,29.0,38.0,5.0,189.65945591927718,196.21361381221885,203.3400499461979,2.8453643098450465,2.943693005660788,3.050607300725752,1.2643963727951817,1.3080907587481263,1.3556003329746529,8704364.05462153,2730669.102134421,2315509.06518851,11.231392245608964,4.201385230535771,11.045220767801545,93.0950618995562,52.549780159988686,84.87570842507132
21,55.4744029195803,-0.019550749885235044,-47.221587958788824,23.0,27.0,24.0,253.46232052518715,489.3007856982643,602.7052100384162,3.8025662217433913,7.340730709454028,9.042079582527508,1.6897488035012478,3.2620052379884283,4.0180347335894435,1023633.5282305802,1776511.1403649605,1663884.7944810055,7.123550911151441,4.613304967942558,0.967150198325123,65.29287903763371,47.61841998067545,30.277532592661974
22,55.501425875588104,-0.0011976839153331324,-47.22271410333094,28.0,10.0,2.0,74.71866597742714,199.39545968790017,284.4563012985065,1.1209661254216192,2.9914286202664973,4.267553144145833,0.4981244398495143,1.3293030645860011,1.8963753419900435,970726.0496128987,1677471.3678974365,2596861.8677552813,6.405984432623808,11.25617722863443,6.497619687097845,47.53854452736941,,
23,55.47347000840941,-0.02018473784934977,-47.22057004827642,27.0,21.0,24.0,244.64107073687958,253.46232052518715,361.76268820303255,3.670225499820401,3.8025662217433913,5.427341529887235,1.6309404715791969,1.6897488035012478,2.4117512546868842,1776511.1403649605,864325.6885997028,1663884.7944810055,4.613304967942558,5.574420217011706,0.967150198325123,47.61841998067545,,30.277532592661974
24,55.471395054089406,-0.021594396237671714,-47.21959925595379,27.0,23.0,21.0,256.5113696555544,361.76268820303255,602.7052100384162,3.8483095543521455,5.427341529887235,9.042079582527508,1.7100757977036962,2.4117512546868842,4.0180347335894435,1776511.1403649605,1023633.5282305802,864325.6885997028,4.613304967942558,7.123550911151441,5.574420217011706,47.61841998067545,65.29287903763371,
25,55.504996463319756,0.0012272939107161784,-47.22220297408216,33.0,38.0,5.0,79.51287256726101,89.30611501477549,119.19840627641355,1.1928911673796811,1.3398142005749112,1.7882730358230663,0.5300858171150734,0.5953741000985032,0.7946560418427571,5716655.597614026,2730669.102134421,2315509.06518851,5.372576034720356,4.201385230535771,11.045220767801545,76.87450887086331,52.549780159988686,84.87570842507132
26,55.50705713322576,0.00262683004086192,-47.22184171539461,31.0,34.0,50.0,58.81837648129397,77.06267821499975,189.0822127284852,0.8824221728978,1.1561321482824451,2.8367042239810467,0.39212250987529307,0.5137511880999983,1.2605480848565682,4089403.2249085335,12575694.45532251,2594602.841457665,1.136135066509586,9.852463911106694,6.350979006180889,79.77790796602804,78.87288489344435,60.434857344425794
27,55.473164842580566,-0.02039243767435184,-47.21943137096159,23.0,24.0,21.0,244.64107073687958,256.5113696555544,489.3007856982643,3.670225499820401,3.8483095543521455,7.340730709454028,1.6309404715791969,1.7100757977036962,3.2620052379884283,1023633.5282305802,1663884.7944810055,864325.6885997028,7.123550911151441,0.967150198325123,5.574420217011706,65.29287903763371,30.277532592661974,
28,55.501635333707505,-0.0010554367982060588,-47.22239047008542,22.0,10.0,18.0,74.71866597742714,153.35852789927432,245.67836529075973,1.1209661254216192,2.3007599583154703,3.6857875021898665,0.4981244398495143,1.022390185995162,1.6378557686050648,2668531.9351021443,1677471.3678974365,3228918.1365186223,5.819885785163268,11.25617722863443,10.21038523851185,,,
29,55.5071697205395,0.002703212084835255,-47.22346809354861,35.0,20.0,13.0,175.67054282253574,189.65945591927718,247.74648813234847,2.6354957648465143,2.8453643098450465,3.716814496827753,1.1711369521502384,1.2643963727951817,1.6516432542156565,6010983.87991485,21775463.156553052,11788734.941938039,15.348383354251792,14.705077437135667,14.596245670252147,73.87573729281134,73.8545207067472,76.73463050578962
30,55.50418285192372,0.0006747448802136468,-47.22057013190461,32.0,19.0,14.0,85.65690265608231,94.9384026976182,204.4431305515568,1.2850669244417856,1.4243125467178075,3.067156257750632,0.5710460177072154,0.6329226846507879,1.3629542036770457,4022259.4899810436,5495530.554242465,2070752.948049762,9.149665412455203,9.182694720292302,7.4869913726592365,30.17136126892555,,
31,55.50706940727599,0.002635179929842065,-47.22156355457796,34.0,26.0,50.0,28.168572188436965,58.81837648129397,188.31294099163497,0.4225987550991693,0.8824221728978,2.8251632315533453,0.1877904812562464,0.39212250987529307,1.2554196066108998,12575694.45532251,11449218.124780219,2594602.841457665,9.852463911106694,14.386268826500805,6.350979006180889,78.87288489344435,55.221981823912095,60.434857344425794
32,55.50428209154782,0.0007421518275515077,-47.22017051038101,30.0,19.0,42.0,85.65690265608231,172.09657669891843,233.34586306396855,1.2850669244417856,2.581877369689543,3.500769246616408,0.5710460177072154,1.1473105113261233,1.5556390870931245,2443322.799308147,5495530.554242465,6648317.383131562,9.273187362068104,9.182694720292302,13.97922058173139,74.70656301157594,,58.14216162225261
33,55.5055135196299,0.0015784603001980212,-47.222068041684466,38.0,25.0,41.0,20.96287442613648,79.51287256726101,84.19040425122208,0.3144953381564014,1.1928911673796811,1.2630657950944042,0.13975249617424318,0.5300858171150734,0.5612693616748139,2730669.102134421,12628825.239986518,6127412.334834042,4.201385230535771,11.768896447432137,6.439431070340965,52.549780159988686,57.65257396623769,78.63984390291192
34,55.50724126784542,0.002751904971559148,-47.221499234657365,31.0,26.0,50.0,28.168572188436965,77.06267821499975,214.63280773670718,0.4225987550991693,1.1561321482824451,3.220026799590683,0.1877904812562464,0.5137511880999983,1.4308853849113812,4089403.2249085335,11449218.124780219,2594602.841457665,1.136135066509586,14.386268826500805,6.350979006180889,79.77790796602804,55.221981823912095,60.434857344425794
35,55.50831194058779,0.0034789598046564394,-47.22316973210927,29.0,36.0,20.0,175.67054282253574,304.7617755077725,330.56896548881616,2.6354957648465143,4.5721858413635,4.959357980783251,1.1711369521502384,2.0317451700518165,2.203793103258775,8704364.05462153,4975201.613000129,21775463.156553052,11.231392245608964,13.799152318752592,14.705077437135667,93.0950618995562,63.80068198537457,73.8545207067472
36,55.5098401276389,0.0045169049686525214,-47.22216884132866,40.0,39.0,35.0,157.60781776155702,168.3111803907682,304.7617755077725,2.3645098918883667,2.5250869950592683,4.5721858413635,1.050718785077047,1.1220745359384547,2.0317451700518165,16016698.846509585,5143997.679213577,6010983.87991485,13.679344808221689,10.351196571215047,15.348383354251792,109.48250617842928,61.45187236949975,73.87573729281134
37,55.50599861622159,0.001907971410437702,-47.220579644864685,47.0,44.0,50.0,138.67658235772396,173.22379666600705,231.71502296328282,2.080494200193732,2.5987884772752547,3.4763025824310443,0.9245105490514932,1.1548253111067135,1.5447668197552185,2810583.938126507,4828363.923485158,2594602.841457665,5.207958825739088,7.947310658862533,6.350979006180889,94.07159795216451,75.41792822569022,60.434857344425794
38,55.50561194270421,0.0016453029085248634,-47.222141314974614,33.0,25.0,41.0,20.96287442613648,89.30611501477549,95.28084095671193,0.3144953381564014,1.3398142005749112,1.4294499736709116,0.13975249617424318,0.5953741000985032,0.6352056063780794,5716655.597614026,12628825.239986518,6127412.334834042,5.372576034720356,11.768896447432137,6.439431070340965,76.87450887086331,57.65257396623769,78.63984390291192
39,55.509693909910716,0.0044176659602623005,-47.221378722105364,40.0,36.0,49.0,75.42921292071958,168.3111803907682,348.335196457592,1.1316260996534038,2.5250869950592683,5.2258957037456835,0.5028614194714639,1.1220745359384547,2.3222346430506136,16016698.846509585,4975201.613000129,8340155.498432814,13.679344808221689,13.799152318752592,13.710177664219312,109.48250617842928,63.80068198537457,105.77800661039686
40,55.50923148521948,0.004103589031021938,-47.2215481818145,39.0,36.0,34.0,75.42921292071958,157.60781776155702,285.8783394868478,1.1316260996534038,2.3645098918883667,4.288887259488152,0.5028614194714639,1.050718785077047,1.9058555965789856,5143997.679213577,4975201.613000129,12575694.45532251,10.351196571215047,13.799152318752592,9.852463911106694,61.45187236949975,63.80068198537457,78.87288489344435
41,55.505729047357775,0.001724849873509093,-47.22169758861197,50.0,33.0,38.0,8.777967757477956,84.19040425122208,95.28084095671193,0.1316913836383082,1.2630657950944042,1.4294499736709116,0.05851978504985305,0.5612693616748139,0.6352056063780794,2594602.841457665,5716655.597614026,2730669.102134421,6.350979006180889,5.372576034720356,4.201385230535771,60.434857344425794,76.87450887086331,52.549780159988686
42,55.505246091533536,0.0013969076097752927,-47.21928159847334,32.0,45.0,37.0,233.34586306396855,283.1815364700372,294.8528040231336,3.500769246616408,4.248428496082325,4.423526584312462,1.5556390870931245,1.8878769098002472,1.965685360154224,4022259.4899810436,13018855.81432059,10633905.916143568,9.149665412455203,13.212392749627313,12.06303516821,30.17136126892555,67.33744638263116,61.20950609011729
43,55.512268169697634,0.006166273010976325,-47.21919890006721,46.0,51.0,52.0,149.04402969878112,228.03333934836232,361.4767143379792,2.236031737225354,3.4210681565635848,5.423051209506283,0.9936268646585408,1.5202222623224155,2.409844762253195,2967696.6521770763,957416.3607418161,1971297.0510618836,12.846293642373531,10.667577416089507,5.263838806671666,,,
44,55.50701907434144,0.0026010652853925144,-47.22014224816714,47.0,37.0,45.0,67.24079497543998,173.22379666600705,254.9321482627705,1.0087794318578902,2.5987884772752547,3.8246172993755017,0.4482719665029332,1.1548253111067135,1.6995476550851367,2810583.938126507,10633905.916143568,13018855.81432059,5.207958825739088,12.06303516821,13.212392749627313,94.07159795216451,61.20950609011729,67.33744638263116
45,55.50715334528181,0.00269232093983893,-47.2189395502856,44.0,42.0,49.0,254.9321482627705,283.1815364700372,319.9775424945932,3.8246172993755017,4.248428496082325,4.800460250996126,1.6995476550851367,1.8878769098002472,2.133183616630621,4828363.923485158,6648317.383131562,8340155.498432814,7.947310658862533,13.97922058173139,13.710177664219312,75.41792822569022,58.14216162225261,105.77800661039686
46,55.511949149422605,0.005949671209065238,-47.21852782131728,51.0,43.0,52.0,130.14312420248362,149.04402969878112,285.787679168325,1.9524710697002468,2.236031737225354,4.2875271288614245,0.8676208280165575,0.9936268646585408,1.9052511944555,957416.3607418161,927026.8670509034,1971297.0510618836,10.667577416089507,6.971599778453778,5.263838806671666,,,
47,55.50694752815289,0.0025524571714517674,-47.22045664771886,44.0,37.0,34.0,67.24079497543998,138.67658235772396,224.3564441640784,1.0087794318578902,2.080494200193732,3.365905569084396,0.4482719665029332,0.9245105490514932,1.4957096277605226,4828363.923485158,10633905.916143568,12575694.45532251,7.947310658862533,12.06303516821,9.852463911106694,75.41792822569022,61.20950609011729,78.87288489344435
48,55.50959251568131,0.004349023540047146,-47.218681461114855,52.0,51.0,49.0,62.91654676461997,211.26099568589882,252.51310371886302,0.943904936324088,3.169441219122926,3.7883256050025658,0.4194436450974665,1.408406637905992,1.6834206914590868,1971297.0510618836,957416.3607418161,8340155.498432814,5.263838806671666,10.667577416089507,13.710177664219312,,,105.77800661039686
49,55.508984758874426,0.003936150651937302,-47.219802562115795,48.0,44.0,52.0,252.51310371886302,291.1730963478749,305.44826462311755,3.7883256050025658,4.368321802462301,4.5824848882442994,1.6834206914590868,1.9411539756525,2.036321764154117,4564098.146469294,4828363.923485158,1971297.0510618836,12.456634313555949,7.947310658862533,5.263838806671666,63.2499044441391,75.41792822569022,
50,55.505766012952996,0.0017499566446982837,-47.22166450576517,41.0,33.0,38.0,8.777967757477956,92.67384803689009,103.17702402256752,0.1316913836383082,1.3903385854507695,1.547912390272755,0.05851978504985305,0.6178256535792673,0.6878468268171167,6127412.334834042,5716655.597614026,2730669.102134421,6.439431070340965,5.372576034720356,4.201385230535771,78.63984390291192,76.87450887086331,52.549780159988686
51,55.51104287210251,0.0053341255966027155,-47.21851221775136,46.0,52.0,48.0,130.14312420248362,155.68247563109287,211.26099568589882,1.9524710697002468,2.3356249636061963,3.169441219122926,0.8676208280165575,1.0378831708739524,1.408406637905992,2967696.6521770763,1971297.0510618836,4564098.146469294,12.846293642373531,5.263838806671666,12.456634313555949,,,63.2499044441391
52,55.50995843140596,0.0045975684489706296,-47.21851764338394,48.0,51.0,46.0,62.91654676461997,155.68247563109287,285.787679168325,0.943904936324088,2.3356249636061963,4.2875271288614245,0.4194436450974665,1.0378831708739524,1.9052511944555,4564098.146469294,957416.3607418161,2967696.6521770763,12.456634313555949,10.667577416089507,12.846293642373531,63.2499044441391,,
